,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21)
266,ECON,6591,Empirical Strategies for Policy Research II,Zhuan Pei,09:40AM,10:55AM,Rockefeller Hall 115,"This course is the second of a two-course sequence. Both PAM 6090 and this course are, for the most part, targeted at students looking to do empirical research into the effects of some X on some Y. Both courses require students to complete problem sets that involve ""hands-on"" exercises – some based on real data and some using Monte Carlo simulations. The hope is that this ""learning by doing"" will reinforce what is taught in class. Usually, the first course covers core methods, specifically regression adjustment, matching and instrumental variables. This second course covers additional topics in matching (we will touch on machine learning methods in the process), regression discontinuity designs, panel data methods, and mediation analysis in spring 2019. ",Prerequisite: ECON 6590.,Spring.,ECON 6591,,
267,ECON,6822,Game Theory II,Lawrence Blume,01:00PM,02:15PM,Uris Hall 498,"This course is meant to be a second game theory course for those students who have had exposure to game theory. The class will be organized topically, and some topic choice will depend upon student interest. About half the term will be devoted to evolutionary game theory --- static theory, deterministic dynamics, and stochastic dynamics. Other core topics include potential games and strategic complementarities. Additional topics may be selected from among cooperative game theory, refinements of Nash equilibrium, and estimation in games.","Prerequisite: INFO 2040, ECON 2040, SOC 2090, ECON 3030, ECON 3130, ECON 4020, ORIE 4350, ECON 6110, ORIE 6350, or equivalents.",Fall or Spring.,ECON 6822,,
268,ECON,6990,Readings in Economics,C.-Y. Cynthia Lin Lawell,,,,Independent study.,,"Fall, Spring.",ECON 6990,,
269,ECON,7240,Causal Inference and Machine Learning,Chen Qiu,01:00PM,02:15PM,Uris Hall 262,"This course introduces econometric and machine learning methods that are useful for causal inference. Modern empirical research often encounters datasets with many covariates or observations. We start by evaluating the quality of standard estimators in the presence of large datasets, and then study when and how machine learning methods can be used or modified to improve the measurement of causal effects and the inference on estimated effects. The aim of the course is not to exhaust all machine learning methods, but to introduce a theoretic framework and related statistical tools that help research students develop independent research in econometric theory or applied econometrics. Topics include: (1) potential outcome model and treatment effect, (2) nonparametric regression with series estimator, (3) probability foundations for high dimensional data (concentration and maximal inequalities, uniform convergence), (4) estimation of high dimensional linear models with lasso and related methods, (5) estimation of high dimensional generalised linear models with L1 regularisation, (6) introduction to other machine learning methods such as neural networks, regression trees and random forests, (7) inference on semiparametric models with high dimensional components, orthogonalisation, de-biased machine learning, (8) other related topics, such as balancing methods, treatment choice problems, etc. Class slides will be circulated and students are expected to read theoretic and empirical research papers that involve machine learning methods.",Prerequisite: ECON 6190 and ECON 6200.,Fall or Spring.,ECON 7240,,
270,ECON,7335,Introduction to Information Economics,Kristoffer Nimark,02:45PM,04:00PM,Clark Hall 294E,Many economic decisions have to be made in settings in which many interacting agents have imperfect and diverse information about pay-off relevant variables. This course gives an overview of existing research in macroeconomics and finance that deviates from settings with perfectly informed rational agents. The course will cover both methodological and substantial aspects of the existing literature.,,Spring.,ECON 7335,,
271,ECON,7350,Public Finance: Resource Allocation and Fiscal Policy,Ravi Kanbur,07:00PM,09:30PM,Warren Hall 101,"Develops a mathematical and highly analytical understanding of the role of government in market economies and the fundamentals of public economics and related issues. Topics include generalizations and extensions of the fundamental theorems of welfare economics, in-depth analysis of social choice theory and the theory on implementation in economic environments, public goods and externalities and other forms of market failure associated with asymmetric information. The theoretical foundation for optimal direct and indirect taxation is also introduced along with the development of various consumer surplus measures and an application to benefit cost analysis. Topics of an applied nature vary from semester to semester depending on faculty research interests.",Prerequisite: ECON 6090.,Spring.,ECON 7350,,
272,ECON,7430,Seminar in Labor Economics II,Francine Blau,02:45PM,04:00PM,Ives Hall 108,Includes reading and discussion of selected topics in labor economics. Stresses applications of economic theory and econometrics to the labor market and human resource areas.,,Spring.,ECON 7430,,
273,ECON,7540,Economics of Networks: Theory,Suraj Malladi,02:45PM,04:00PM,Ives Hall 112,"Many subfields in economics study various types of bilateral relationships between agents (e.g., friendships, favor-exchange, lending, etc.) and how the structure of those relationships affect aggregate outcomes (e.g., diffusion of technology, growth, propagation of financial shocks). This course aims to (1) give students a broad overview of economic and social networks as studied by economists, (2) introduce students to a selection of modern (primarily theoretical) in networks, and (3) prepare students to start their own research in this area. While the focus of the course is on the theory of networks, good research in this area is often motivated by an attempt to explain or contend with patterns uncovered by modern empirical work. We will therefore also consider empirical papers in finance, development economics, labor, media, etc.","Prerequisite: one of the following: ECON 6090, ECON 6100, ECON 6110, or ECON 6822.",Fall or Spring.,ECON 7540,,
274,ECON,7580,Behavioral Economics I,Ted O'Donoghue,09:40AM,10:55AM,Rockefeller Hall 128,"This course provides an overview of the field of behavioral economics. The course reviews evidence on how human behavior systematically departs from the standard assumptions of economics, and discusses how one might formally model alternative assumptions based on this evidence. The course then examines attempts to empirically test these theories. The goal is not merely to point out problems with traditional economic assumptions, rather, it is to develop alternative assumptions and to investigate whether these alternative assumptions can be usefully incorporated into mainstream economics.",Prerequisite: economics graduate core or permission of instructor.,Fall or Spring.,ECON 7580,,
275,ECON,7650,Development Microeconomics Graduate Research Seminar,Chris Barrett,08:05AM,09:20AM,Warren Hall 113,"Graduate students and the instructor present draft research proposals, papers, and preliminary thesis results for group review and discussion. Students who actively participate by offering written and oral comments on others' work receive 1 credit. Students who also present their own proposal or paper receive 2 credits. Presentations last 75 minutes and thus represent a substantial investment of time. Students who present a second proposal or paper receive 3 credits.",,"Fall, Spring.",ECON 7650,,
